# Ebin    rho(Ebin)
27.7255  0.885082
27.7348  0.885163
27.7355  0.885171
27.7382  0.885203
27.7435  0.885279
27.7535  0.885463
27.7583  0.88557
27.7669  0.885792
27.7838  0.886346
27.7857  0.886417
27.7896  0.886572
27.8003  0.887039
27.8166  0.887865
27.8177  0.887924
27.8196  0.888031
27.8228  0.888219
27.8247  0.888328
27.8284  0.888553
27.8287  0.888572
27.8291  0.888598
27.8299  0.888651
27.8372  0.889121
27.8453  0.889674
27.8576  0.890592
27.862  0.890935
27.8776  0.892247
27.881  0.892553
27.8848  0.892897
27.8987  0.894235
27.9044  0.894816
27.9064  0.895021
27.91  0.895395
27.922  0.896701
27.9284  0.897431
27.9293  0.897532
27.9373  0.898488
27.9383  0.8986
27.9435  0.899243
27.9583  0.901124
27.9645  0.901938
27.9749  0.903368
27.9787  0.903903
27.9801  0.904095
28.0186  0.909943
28.0216  0.910421
28.0217  0.910434
28.0307  0.911926
28.041  0.913667
28.0717  0.919144
28.0781  0.920335
28.0892  0.922438
28.0925  0.923073
28.1019  0.92491
28.1042  0.925371
28.1065  0.925833
28.1112  0.926783
28.113  0.927133
28.1167  0.927884
28.1186  0.928281
28.1259  0.929777
28.1276  0.930123
28.1279  0.930191
28.1391  0.932539
28.1396  0.93266
28.1485  0.93456
28.1666  0.938526
28.1669  0.938594
28.1766  0.940755
28.1796  0.941426
28.1857  0.942815
28.1873  0.943174
28.1926  0.944388
28.1957  0.945114
28.1969  0.9454
28.2038  0.947006
28.2093  0.948284
28.2116  0.948829
28.2156  0.949783
28.2196  0.950721
28.2227  0.951471
28.2232  0.951583
28.2234  0.951637
28.2238  0.951736
28.2261  0.95228
28.2262  0.952307
28.2286  0.95288
28.2307  0.953381
28.2323  0.95376
28.2352  0.95447
28.256  0.959566
28.2579  0.96004
28.26  0.960565
28.2744  0.964148
28.2825  0.966193
28.2835  0.966439
28.2887  0.967751
28.2992  0.97043
28.2994  0.970503
28.2998  0.970598
28.3031  0.97143
28.3055  0.972047
28.307  0.97244
28.3182  0.975321
28.3442  0.982108
28.3492  0.983419
28.3546  0.984822
28.3711  0.989191
28.3725  0.989547
28.3725  0.989558
28.3805  0.991672
28.382  0.992076
28.3915  0.994586
28.3939  0.995222
28.3953  0.995587
28.4085  0.999105
28.4102  0.999553
28.4123  1.00011
28.4147  1.00074
28.4178  1.00158
28.4209  1.00239
28.4214  1.00252
28.426  1.00374
28.4262  1.00381
28.4297  1.00474
28.4328  1.00556
28.4341  1.0059
28.4397  1.00738
28.443  1.00825
28.4469  1.00928
28.4524  1.01073
28.4539  1.01115
28.4632  1.01359
28.4839  1.01903
28.4903  1.02071
28.4941  1.02171
28.5024  1.02385
28.523  1.02919
28.5299  1.03094
28.5306  1.03111
28.532  1.03148
28.5408  1.03371
28.5433  1.03434
28.544  1.03452
28.5486  1.03569
28.5645  1.03967
28.5716  1.04142
28.5755  1.04238
28.5844  1.04456
28.5956  1.04728
28.6029  1.04903
28.6084  1.05034
28.6146  1.05181
28.6218  1.05348
28.623  1.05377
28.6494  1.0598
28.6556  1.06119
28.6567  1.06142
28.6586  1.06185
28.6593  1.062
28.66  1.06217
28.6827  1.06706
28.6879  1.06816
28.6996  1.0706
28.7013  1.07095
28.7071  1.07214
28.7099  1.07271
28.7222  1.07514
28.7282  1.07631
28.7328  1.0772
28.7359  1.07779
28.7483  1.08013
28.7507  1.08057
28.7552  1.08138
28.7557  1.08147
28.7557  1.08149
28.757  1.08171
28.7616  1.08254
28.7656  1.08325
28.7669  1.08348
28.779  1.08559
28.7827  1.08622
28.7856  1.0867
28.7991  1.08891
28.8042  1.08973
28.8212  1.09235
28.8212  1.09235
28.8298  1.09362
28.8317  1.0939
28.8367  1.09462
28.8404  1.09514
28.8413  1.09527
28.8443  1.09568
28.8498  1.09643
28.8549  1.09712
28.858  1.09752
28.8589  1.09763
28.865  1.09842
28.87  1.09905
28.8713  1.09922
28.8728  1.0994
28.8736  1.09949
28.8771  1.09992
28.8801  1.10028
28.8805  1.10033
28.8938  1.10186
28.8946  1.10195
28.8954  1.10204
28.8973  1.10225
28.8982  1.10235
28.8983  1.10236
28.904  1.10297
28.9102  1.10362
28.9146  1.10406
28.9148  1.10409
28.9174  1.10435
28.918  1.1044
28.9192  1.10452
28.9269  1.10526
28.9314  1.10567
28.9348  1.10598
28.9389  1.10634
28.946  1.10695
28.952  1.10744
28.9529  1.1075
28.963  1.10828
28.9638  1.10834
28.9645  1.10839
28.9679  1.10863
28.9722  1.10893
28.9823  1.1096
28.9879  1.10994
28.9882  1.10997
28.9904  1.11009
28.9937  1.11028
29.0062  1.11095
29.0069  1.11098
29.0257  1.11182
29.028  1.11191
29.0289  1.11194
29.0321  1.11206
29.0323  1.11207
29.0351  1.11217
29.0363  1.11221
29.039  1.1123
29.0466  1.11253
29.047  1.11254
29.0474  1.11255
29.053  1.1127
29.0638  1.11293
29.0727  1.11308
29.0739  1.1131
29.0838  1.11321
29.09  1.11326
29.0913  1.11326
29.0938  1.11327
29.0941  1.11328
29.0994  1.11329
29.1167  1.11323
29.1254  1.11314
29.1329  1.11304
29.146  1.11279
29.1524  1.11264
29.1574  1.11251
29.1615  1.11239
29.1623  1.11237
29.1623  1.11237
29.1629  1.11235
29.1725  1.11205
29.175  1.11196
29.1868  1.11152
29.1887  1.11144
29.1939  1.11122
29.1989  1.111
29.1996  1.11097
29.2004  1.11093
29.2071  1.11062
29.2174  1.11009
29.2225  1.10982
29.233  1.10923
29.2486  1.10826
29.2519  1.10805
29.2541  1.1079
29.2548  1.10786
29.2665  1.10705
29.2677  1.10697
29.2703  1.10678
29.2758  1.10638
29.2772  1.10628
29.2773  1.10627
29.2819  1.10592
29.29  1.1053
29.2905  1.10526
29.297  1.10474
29.3013  1.1044
29.3027  1.10428
29.3073  1.1039
29.3073  1.1039
29.3073  1.1039
29.3074  1.10389
29.3095  1.10371
29.3301  1.10193
29.3321  1.10175
29.3413  1.10091
29.356  1.09953
29.3631  1.09885
29.3668  1.09849
29.3748  1.09771
29.3769  1.0975
29.3773  1.09746
29.3809  1.09711
29.382  1.09699
29.3886  1.09632
29.4  1.09516
29.4015  1.09501
29.4015  1.09501
29.4038  1.09477
29.406  1.09455
29.4066  1.09448
29.4173  1.09336
29.4231  1.09275
29.4257  1.09247
29.4258  1.09246
29.4271  1.09233
29.435  1.09148
29.4403  1.09092
29.449  1.08997
29.4511  1.08975
29.4515  1.0897
29.4563  1.08919
29.4604  1.08874
29.4633  1.08842
29.4661  1.08812
29.4944  1.08502
29.4999  1.08443
29.5021  1.08418
29.5029  1.0841
29.5072  1.08363
29.5152  1.08276
29.521  1.08213
29.5256  1.08163
29.5283  1.08134
29.5308  1.08106
29.5336  1.08076
29.5344  1.08067
29.536  1.0805
29.5428  1.07977
29.5435  1.07969
29.5466  1.07936
29.5519  1.0788
29.558  1.07815
29.5587  1.07808
29.5617  1.07776
29.585  1.07533
29.5893  1.07489
29.5908  1.07474
29.5976  1.07405
29.5978  1.07403
29.6139  1.07242
29.6156  1.07225
29.6261  1.07124
29.6311  1.07076
29.6516  1.06885
29.6592  1.06817
29.665  1.06765
29.6653  1.06763
29.6731  1.06695
29.6843  1.066
29.685  1.06594
29.694  1.0652
29.6993  1.06478
29.7064  1.06422
29.7178  1.06335
29.7212  1.0631
29.7368  1.06199
29.7439  1.0615
29.7487  1.06118
29.7492  1.06115
29.7493  1.06114
29.7546  1.06079
29.7557  1.06073
29.7612  1.06038
29.7615  1.06036
29.7645  1.06018
29.7678  1.05998
29.7815  1.05918
29.7947  1.05847
29.8001  1.05819
29.804  1.058
29.8052  1.05794
29.812  1.05762
29.8211  1.0572
29.8285  1.05689
29.8296  1.05684
29.8308  1.0568
29.8389  1.05648
29.8465  1.05619
29.848  1.05614
29.8526  1.05598
29.8535  1.05595
29.8536  1.05595
29.8585  1.05579
29.8688  1.05547
29.872  1.05538
29.8738  1.05533
29.8742  1.05532
29.8798  1.05517
29.8828  1.0551
29.889  1.05495
29.8956  1.05481
29.8969  1.05478
29.9006  1.05471
29.9014  1.05469
29.9036  1.05465
29.9038  1.05465
29.9187  1.05441
29.9188  1.05441
29.9222  1.05436
29.9271  1.0543
29.9337  1.05423
29.9377  1.0542
29.9402  1.05418
29.9443  1.05415
29.947  1.05413
29.9501  1.05412
29.9543  1.0541
29.9721  1.05407
29.9751  1.05408
29.9862  1.05411
30.0011  1.05421
30.0032  1.05423
30.0064  1.05425
30.007  1.05426
30.0094  1.05428
30.0115  1.05431
30.0147  1.05434
30.0174  1.05437
30.0214  1.05442
30.0336  1.0546
30.0405  1.05471
30.0444  1.05478
30.0448  1.05478
30.063  1.05514
30.0681  1.05525
30.0785  1.0555
30.083  1.05561
30.0864  1.05569
30.0923  1.05585
30.0956  1.05594
30.1019  1.05611
30.1042  1.05618
30.1051  1.0562
30.1068  1.05625
30.1081  1.05629
30.1089  1.05631
30.1143  1.05647
30.126  1.05683
30.129  1.05693
30.1323  1.05703
30.1353  1.05713
30.137  1.05719
30.1372  1.05719
30.1402  1.05729
30.1418  1.05735
30.1496  1.05761
30.1616  1.05804
30.1723  1.05842
30.1834  1.05884
30.1918  1.05916
30.1975  1.05937
30.2037  1.05962
30.2119  1.05994
30.2183  1.0602
30.2209  1.0603
30.2223  1.06036
30.2237  1.06042
30.2279  1.06059
30.2334  1.06082
30.2336  1.06082
30.2353  1.06089
30.2362  1.06093
30.2363  1.06094
30.2612  1.06198
30.2629  1.06205
30.2632  1.06206
30.2635  1.06207
30.2671  1.06223
30.269  1.06231
30.2838  1.06294
30.2891  1.06316
30.2936  1.06336
30.2961  1.06347
30.3017  1.06371
30.3072  1.06395
30.3075  1.06396
30.3171  1.06437
30.3316  1.065
30.3341  1.06511
30.358  1.06614
30.359  1.06619
30.3623  1.06633
30.3769  1.06696
30.3792  1.06706
30.381  1.06714
30.3849  1.0673
30.386  1.06735
30.3882  1.06745
30.3905  1.06755
30.4008  1.06799
30.4067  1.06824
30.4109  1.06842
30.4137  1.06854
30.418  1.06872
30.4281  1.06915
30.4322  1.06933
30.4443  1.06983
30.4446  1.06985
30.4588  1.07044
30.459  1.07045
30.4597  1.07048
30.4628  1.07061
30.4721  1.07099
30.4744  1.07109
30.475  1.07112
30.4834  1.07146
30.4934  1.07187
30.4998  1.07214
30.5008  1.07218
30.5016  1.07221
30.5081  1.07247
30.5082  1.07248
30.5127  1.07266
30.521  1.073
30.53  1.07336
30.5352  1.07357
30.542  1.07384
30.5474  1.07406
30.5477  1.07407
30.5634  1.0747
30.5667  1.07483
30.57  1.07496
30.5742  1.07512
30.5814  1.07541
30.582  1.07543
30.5832  1.07548
30.5867  1.07561
30.5928  1.07585
30.6183  1.07685
30.6185  1.07685
30.6213  1.07696
30.6244  1.07708
30.6347  1.07748
30.6366  1.07755
30.64  1.07768
30.651  1.0781
30.6596  1.07842
30.6724  1.07891
30.6748  1.079
30.6774  1.0791
30.6787  1.07915
30.6835  1.07933
30.6853  1.07939
30.6894  1.07955
30.6958  1.07978
30.696  1.07979
30.6962  1.0798
30.6972  1.07984
30.7036  1.08007
30.7061  1.08017
30.7068  1.0802
30.708  1.08024
30.7118  1.08038
30.7173  1.08058
30.7298  1.08104
30.7353  1.08124
30.7372  1.08131
30.7405  1.08143
30.754  1.08191
30.7571  1.08202
30.7643  1.08228
30.7692  1.08245
30.7696  1.08247
30.7755  1.08268
30.777  1.08273
30.7822  1.08291
30.7872  1.08308
30.7873  1.08309
30.7902  1.08319
30.8174  1.08412
30.8183  1.08415
30.8232  1.08432
30.8253  1.08439
30.8279  1.08447
30.8279  1.08447
30.8417  1.08493
30.8431  1.08498
30.8489  1.08517
30.8535  1.08532
30.8539  1.08533
30.86  1.08553
30.8631  1.08562
30.8641  1.08566
30.8676  1.08577
30.8688  1.08581
30.8759  1.08603
30.8794  1.08614
30.8821  1.08623
30.8869  1.08637
30.8882  1.08641
30.8981  1.08672
30.9022  1.08684
30.9027  1.08686
30.9069  1.08699
30.9172  1.08729
30.9236  1.08748
30.9273  1.08759
30.9314  1.08771
30.9328  1.08775
30.9422  1.08802
30.9448  1.08809
30.9483  1.08819
30.9554  1.08838
30.9556  1.08839
30.9579  1.08845
30.9664  1.08868
30.9666  1.08869
30.9737  1.08888
30.9787  1.08901
30.9911  1.08934
30.9998  1.08956
31.0032  1.08964
31.02  1.09006
31.0208  1.09008
31.0228  1.09013
31.0391  1.09052
31.0397  1.09053
31.0423  1.09059
31.0426  1.0906
31.0535  1.09085
31.057  1.09093
31.0632  1.09107
31.0634  1.09107
31.0654  1.09112
31.0698  1.09121
31.0717  1.09126
31.0782  1.0914
31.081  1.09146
31.0882  1.09161
31.0901  1.09165
31.0907  1.09167
31.0979  1.09182
31.1114  1.0921
31.1133  1.09214
31.1172  1.09221
31.1212  1.0923
31.1221  1.09231
31.1258  1.09239
31.1259  1.09239
31.1435  1.09274
31.1512  1.09289
31.1517  1.0929
31.1532  1.09293
31.1533  1.09293
31.1586  1.09303
31.1624  1.09311
31.1635  1.09313
31.2008  1.09383
31.2046  1.0939
31.2126  1.09406
31.2176  1.09415
31.2201  1.0942
31.2233  1.09426
31.2236  1.09426
31.2279  1.09434
31.2296  1.09437
31.2319  1.09442
31.2436  1.09464
31.2511  1.09478
31.2529  1.09482
31.2657  1.09506
31.266  1.09507
31.2672  1.09509
31.2697  1.09514
31.2751  1.09524
31.2853  1.09545
31.2972  1.09568
31.3079  1.0959
31.3165  1.09607
31.3176  1.0961
31.3196  1.09614
31.3233  1.09622
31.3299  1.09636
31.3418  1.09661
31.3425  1.09662
31.3501  1.09679
31.3552  1.0969
31.3602  1.09701
31.3721  1.09728
31.3763  1.09738
31.3765  1.09738
31.3781  1.09742
31.3797  1.09746
31.3817  1.0975
31.387  1.09763
31.3874  1.09764
31.3906  1.09771
31.3916  1.09774
31.3959  1.09784
31.4001  1.09794
31.4041  1.09804
31.4121  1.09824
31.4142  1.09829
31.417  1.09836
31.4202  1.09844
31.4221  1.09849
31.4237  1.09853
31.4315  1.09872
31.4363  1.09885
31.4385  1.09891
31.4453  1.09908
31.4481  1.09916
31.4529  1.09928
31.4574  1.0994
31.4702  1.09975
31.472  1.0998
31.4734  1.09984
31.4773  1.09995
31.4828  1.1001
31.487  1.10021
31.4882  1.10025
31.4903  1.10031
31.4946  1.10043
31.5055  1.10074
31.5124  1.10094
31.5133  1.10096
31.5186  1.10111
31.522  1.10121
31.5284  1.1014
31.5291  1.10142
31.5317  1.10149
31.5331  1.10154
31.5504  1.10204
31.5571  1.10224
31.5577  1.10226
31.5614  1.10236
31.5624  1.1024
31.5733  1.10272
31.5789  1.10288
31.5802  1.10292
31.5827  1.10299
31.5855  1.10307
31.5855  1.10307
31.5868  1.10311
31.5883  1.10316
31.5999  1.10349
31.6008  1.10352
31.6009  1.10352
31.6067  1.10369
31.608  1.10373
31.6199  1.10406
31.6242  1.10418
31.6395  1.10461
31.6405  1.10464
31.6434  1.10471
31.6455  1.10477
31.6494  1.10487
31.6547  1.10501
31.655  1.10502
31.6578  1.10509
31.662  1.1052
31.662  1.1052
31.6631  1.10523
31.6685  1.10537
31.6689  1.10538
31.671  1.10543
31.6747  1.10552
31.6791  1.10563
31.6894  1.10587
31.691  1.10591
31.6914  1.10591
31.6924  1.10594
31.6937  1.10597
31.6937  1.10597
31.6957  1.10601
31.712  1.10636
31.712  1.10636
31.722  1.10655
31.7276  1.10666
31.7348  1.10678
31.7352  1.10679
31.7468  1.10697
31.7732  1.1073
31.7901  1.10743
31.7986  1.10747
31.8001  1.10748
31.8017  1.10749
31.8081  1.1075
31.8156  1.10751
31.8269  1.10749
31.8289  1.10748
31.8299  1.10748
31.842  1.10741
31.8621  1.1072
31.8627  1.1072
31.8747  1.10701
31.8752  1.107
31.8788  1.10694
31.8795  1.10692
31.8813  1.10689
31.8878  1.10675
31.8914  1.10667
31.9042  1.10635
31.908  1.10624
31.9089  1.10622
31.9136  1.10607
31.9204  1.10585
31.922  1.1058
31.9229  1.10577
31.9246  1.10571
31.9264  1.10565
31.9339  1.10537
31.934  1.10536
31.9384  1.10519
31.9416  1.10506
31.949  1.10474
31.9491  1.10473
31.9496  1.10471
31.9507  1.10466
31.9524  1.10459
31.9578  1.10433
31.9579  1.10432
31.9604  1.1042
31.9712  1.10364
31.9796  1.10318
31.9803  1.10314
31.9823  1.10302
31.9981  1.10204
31.9988  1.10199
32.0092  1.10128
32.0161  1.10078
32.0396  1.09893
32.0437  1.09858
32.0442  1.09854
32.0449  1.09847
32.0601  1.09709
32.0676  1.09638
32.071  1.09604
32.0791  1.09522
32.0858  1.09452
32.0864  1.09445
32.0895  1.09411
32.1023  1.09269
32.1136  1.09137
32.1247  1.09
32.1262  1.08982
32.127  1.08971
32.1352  1.08866
32.1357  1.08859
32.1413  1.08786
32.15  1.08668
32.1567  1.08575
32.1594  1.08536
32.1602  1.08525
32.1642  1.08468
32.185  1.08158
32.1866  1.08132
32.1904  1.08073
32.1946  1.08008
32.1973  1.07965
32.2  1.07921
32.2076  1.07799
32.2124  1.07719
32.2225  1.07549
32.2298  1.07422
32.231  1.07401
32.2327  1.07371
32.2331  1.07365
32.2339  1.07351
32.2375  1.07287
32.2392  1.07257
32.2456  1.07143
32.2524  1.07018
32.2596  1.06886
32.2625  1.0683
32.2654  1.06777
32.2667  1.06751
32.268  1.06727
32.269  1.06707
32.2837  1.06424
32.2925  1.06251
32.2971  1.06159
32.2983  1.06135
32.302  1.0606
32.3086  1.05928
32.3133  1.0583
32.315  1.05796
32.3218  1.05655
32.327  1.05546
32.3338  1.05403
32.3375  1.05323
32.3378  1.05317
32.3404  1.05261
32.3428  1.0521
32.3441  1.05183
32.3507  1.05039
32.3553  1.04941
32.3618  1.04799
32.3623  1.04787
32.3637  1.04755
32.3641  1.04747
32.3657  1.04712
32.3753  1.04501
32.378  1.04439
32.3865  1.04248
32.3966  1.04023
32.4016  1.03907
32.4044  1.03844
32.4059  1.0381
32.4099  1.03719
32.4114  1.03684
32.414  1.03626
32.4166  1.03566
32.4178  1.03537
32.4358  1.03124
32.4394  1.03041
32.4423  1.02973
32.4471  1.02861
32.4524  1.02739
32.454  1.02702
32.4572  1.02627
32.459  1.02586
32.4617  1.02521
32.4767  1.02174
32.4776  1.02154
32.4829  1.02029
32.4955  1.01737
32.5022  1.01581
32.5072  1.01467
32.5142  1.01305
32.5208  1.01153
32.5305  1.00932
32.5332  1.00872
32.5363  1.008
32.5457  1.00588
32.5461  1.00579
32.5521  1.00444
32.5566  1.00344
32.5631  1.00199
32.566  1.00137
32.5669  1.00117
32.5676  1.00102
32.5722  0.999992
32.573  0.999817
32.5789  0.998544
32.5869  0.996814
32.5873  0.996737
32.6226  0.989383
32.6273  0.988442
32.6327  0.987371
32.6483  0.984339
32.6785  0.978815
32.6835  0.97794
32.6851  0.977667
32.7042  0.974507
32.7042  0.9745
32.7054  0.974304
32.7142  0.972932
32.7155  0.972723
32.7307  0.970475
32.735  0.969856
32.7376  0.969499
32.7385  0.969367
32.7451  0.968471
32.7628  0.966216
32.764  0.966064
32.7665  0.96577
32.7709  0.965252
32.7749  0.964793
32.7795  0.964289
32.7965  0.962541
32.7992  0.962283
32.8052  0.961738
32.815  0.960902
32.8203  0.960482
32.822  0.960351
32.8324  0.959607
32.8329  0.959576
32.8522  0.958441
32.8548  0.958313
32.8597  0.958085
32.8603  0.958059
32.8631  0.95794
32.8782  0.957415
32.8837  0.957272
32.8848  0.957247
32.8911  0.957122
32.895  0.957062
32.9087  0.956958
32.909  0.956957
32.9105  0.956957
32.9188  0.956987
32.9213  0.957008
32.9239  0.957036
32.9249  0.957049
32.9286  0.957101
32.9301  0.957127
32.9324  0.957169
32.9324  0.95717
32.9349  0.957221
32.9389  0.957313
32.9412  0.957373
32.9424  0.957407
32.9457  0.957505
32.9488  0.957606
32.9571  0.957918
32.9604  0.958058
32.9626  0.958155
32.9658  0.958308
32.9834  0.959301
32.9855  0.959442
32.9919  0.959884
32.9937  0.960011
32.9976  0.960305
32.999  0.96041
33.002  0.960649
33.0122  0.961513
33.0153  0.961789
33.0247  0.962681
33.0258  0.962799
33.0264  0.962853
33.0324  0.963475
33.0368  0.963948
33.0468  0.965079
33.0486  0.965291
33.0627  0.967045
33.0628  0.967049
33.0827  0.969779
33.0936  0.971413
33.0956  0.971717
33.1067  0.973462
33.1081  0.973687
33.1115  0.974248
33.1127  0.974454
33.1205  0.975767
33.1214  0.975919
33.129  0.97724
33.1387  0.978982
33.1405  0.979311
33.1409  0.979382
33.1537  0.981781
33.1621  0.983418
33.1653  0.984052
33.1655  0.984096
33.1715  0.985286
33.178  0.986609
33.1818  0.98738
33.1826  0.987557
33.1846  0.987953
33.1901  0.989102
33.1919  0.98949
33.1942  0.989986
33.1979  0.990775
33.2207  0.995741
33.2212  0.995861
33.2368  0.999375
33.2381  0.99968
33.2409  1.00033
33.2461  1.00153
33.252  1.00289
33.2695  1.00702
33.278  1.00904
33.2811  1.00977
33.2889  1.01164
33.2905  1.01204
33.291  1.01215
33.2997  1.01425
33.3068  1.01597
33.3102  1.01681
33.3153  1.01803
33.3238  1.02009
33.3271  1.02091
33.328  1.02111
33.3293  1.02144
33.33  1.02161
33.3312  1.02189
33.3385  1.02367
33.339  1.02381
33.3537  1.02735
33.3654  1.03019
33.3664  1.03042
33.3695  1.03116
33.3829  1.03438
33.3835  1.03451
33.3904  1.03614
33.3912  1.03634
33.4027  1.03903
33.403  1.03909
33.4046  1.03948
33.406  1.03979
33.4114  1.04105
33.4178  1.04251
33.4187  1.04272
33.4255  1.04427
33.4296  1.04519
33.4297  1.04522
33.4326  1.04588
33.439  1.04729
33.4418  1.04791
33.4449  1.04859
33.4451  1.04863
33.4467  1.04899
33.451  1.04993
33.4515  1.05003
33.4652  1.05294
33.4664  1.0532
33.4676  1.05344
33.4738  1.05473
33.4739  1.05475
33.481  1.05621
33.4841  1.05683
33.4889  1.05778
33.4961  1.05919
33.5047  1.06085
33.507  1.06128
33.524  1.06439
33.5255  1.06465
33.5257  1.06469
33.5388  1.06695
33.5397  1.0671
33.5453  1.06802
33.5483  1.06851
33.5603  1.07041
33.5706  1.07195
33.5758  1.0727
33.5769  1.07286
33.5871  1.07426
33.5883  1.07442
33.5996  1.07587
33.6034  1.07635
33.6035  1.07635
33.6059  1.07665
33.6083  1.07693
33.6239  1.07866
33.6258  1.07886
33.6304  1.07933
33.638  1.08006
33.6435  1.08057
33.6638  1.08221
33.6644  1.08226
33.6705  1.08268
33.6734  1.08287
33.6883  1.08374
33.701  1.08433
33.7149  1.08483
33.7178  1.08491
33.719  1.08494
33.7198  1.08496
33.7429  1.08533
33.743  1.08534
33.7435  1.08534
33.751  1.08536
33.7575  1.08534
33.765  1.08528
33.7665  1.08526
33.7691  1.08523
33.7765  1.0851
33.7766  1.08509
33.7838  1.08493
33.7855  1.08488
33.7859  1.08487
33.7862  1.08486
33.7905  1.08473
33.7983  1.08447
33.801  1.08436
33.8061  1.08415
33.8083  1.08405
33.8129  1.08384
33.8204  1.08345
33.822  1.08337
33.8227  1.08333
33.8261  1.08314
33.8271  1.08308
33.8312  1.08283
33.8338  1.08267
33.8339  1.08267
33.8426  1.08209
33.8509  1.08149
33.8576  1.08097
33.8669  1.08021
33.8749  1.0795
33.8751  1.07948
33.8763  1.07938
33.8779  1.07923
33.8852  1.07855
33.8853  1.07854
33.8857  1.0785
33.8931  1.07776
33.8932  1.07776
33.8992  1.07714
33.9067  1.07635
33.9091  1.07608
33.9193  1.07493
33.9232  1.07449
33.9288  1.07382
33.9322  1.07342
33.9363  1.07292
33.9397  1.0725
33.9431  1.07207
33.9478  1.07148
33.9532  1.07077
33.9646  1.06927
33.9659  1.06909
33.9718  1.0683
33.972  1.06826
33.9798  1.06719
33.981  1.06702
33.9864  1.06625
33.988  1.06604
33.9895  1.06582
33.9896  1.06581
33.9896  1.06581
33.9925  1.06539
33.993  1.06531
33.9949  1.06504
33.9966  1.0648
33.9974  1.06468
34.0042  1.06369
34.007  1.06328
34.0076  1.06319
34.0136  1.0623
34.0144  1.06218
34.0186  1.06155
34.0339  1.05925
34.0369  1.05878
34.0378  1.05865
34.0392  1.05843
34.0441  1.05768
34.0443  1.05765
34.0447  1.05758
34.0489  1.05693
34.0536  1.0562
34.0571  1.05566
34.0607  1.05511
34.0691  1.05379
34.072  1.05333
34.0768  1.05259
34.078  1.0524
34.0906  1.05042
34.0995  1.04903
34.1282  1.04457
34.1313  1.04408
34.1346  1.04358
34.1347  1.04357
34.1355  1.04344
34.1491  1.04137
34.1575  1.04011
34.1577  1.04008
34.1648  1.03903
34.1751  1.03751
34.1819  1.03652
34.1831  1.03636
34.1892  1.03548
34.1926  1.03499
34.2048  1.03329
34.2052  1.03324
34.2103  1.03255
34.2114  1.03239
34.2118  1.03235
34.2191  1.03137
34.2222  1.03095
34.2286  1.03011
34.2297  1.02998
34.245  1.02804
34.2542  1.02692
34.2621  1.02598
34.2623  1.02595
34.2632  1.02585
34.2776  1.02422
34.2777  1.02421
34.2801  1.02395
34.2847  1.02345
34.2851  1.0234
34.2869  1.02322
34.2919  1.02269
34.2926  1.02261
34.2945  1.02242
34.2955  1.02232
34.2967  1.0222
34.3035  1.02152
34.3134  1.02057
34.3191  1.02004
34.3198  1.01997
34.32  1.01996
34.3271  1.01933
34.332  1.0189
34.3362  1.01855
34.3512  1.01737
34.3559  1.01703
34.3595  1.01677
34.3646  1.01642
34.3747  1.01575
34.3781  1.01555
34.3827  1.01527
34.3874  1.015
34.3916  1.01477
34.3947  1.0146
34.3966  1.0145
34.3982  1.01442
34.4109  1.01382
34.4212  1.0134
34.4307  1.01306
34.435  1.01292
34.4469  1.01258
34.4476  1.01257
34.4527  1.01245
34.4696  1.01215
34.4718  1.01212
34.4752  1.01208
34.4833  1.01201
34.4902  1.01198
34.4937  1.01197
34.498  1.01197
34.5076  1.012
34.5139  1.01204
34.5172  1.01207
34.5182  1.01209
34.5184  1.01209
34.5378  1.01238
34.5425  1.01247
34.5426  1.01248
34.5473  1.01258
34.5504  1.01266
34.5624  1.01299
34.5793  1.01355
34.58  1.01358
34.5801  1.01358
34.587  1.01385
34.5952  1.01419
34.6007  1.01443
34.606  1.01468
34.6106  1.0149
34.6125  1.01499
34.6139  1.01506
34.6171  1.01523
34.6179  1.01527
34.6237  1.01557
34.6256  1.01567
34.6535  1.01729
34.6556  1.01743
34.6668  1.01815
34.6673  1.01819
34.6729  1.01856
34.6783  1.01893
34.6784  1.01894
34.679  1.01898
34.6834  1.01929
34.6872  1.01956
34.7105  1.02128
34.716  1.02171
34.72  1.02202
34.7239  1.02233
34.7261  1.0225
34.738  1.02346
34.7385  1.0235
34.7491  1.02437
34.7511  1.02454
34.7616  1.02542
34.7677  1.02594
34.7729  1.02639
34.7739  1.02647
34.7792  1.02694
34.7832  1.02728
34.7883  1.02773
34.8113  1.02976
34.82  1.03053
34.8245  1.03093
34.8285  1.0313
34.8285  1.0313
34.8321  1.03163
34.8331  1.03171
34.8338  1.03177
34.8374  1.0321
34.8464  1.03291
34.847  1.03296
34.8523  1.03345
34.8547  1.03365
34.8603  1.03417
34.8605  1.03418
34.8717  1.03518
34.8735  1.03535
34.8753  1.03551
34.8788  1.03583
34.8873  1.03659
34.8911  1.03693
34.8941  1.0372
34.9025  1.03795
34.9028  1.03797
34.9106  1.03866
34.9263  1.04004
34.9345  1.04075
34.939  1.04114
34.9453  1.04168
34.9711  1.04386
34.9758  1.04426
34.9766  1.04432
34.9777  1.04442
34.9907  1.04548
35.0005  1.04627
35.0036  1.04652
35.0044  1.04658
35.0052  1.04664
35.0064  1.04673
35.0091  1.04695
35.0145  1.04738
35.0241  1.04812
35.0247  1.04817
35.0271  1.04835
35.029  1.04849
